Card_Type_Code,Card_Type_Full_Name,Issuing_Bank,Card_Number,Card_Holders_Name,CVV_CVV2,Issue_Date,Expiry_Date,Billing_Date,Card_PIN,Credit_Limit
JC,JCB,Japan Credit Bureau,6011778833023894327,Keyshawn Rosenbaum,890,03/2012,10/2015,27,8294,682069
DS,Discover,Discover,6011495510903061,Florian Rau,909,03/2013,08/2017,15,3499,456234
DC,Diners Club,Diners Club International,6499680437408184,Alexanne Harvey,932,07/2011,06/2015,22,7782,911048
MT,Maestro,Barclays,6062827282024387,Emily Cruickshank,507,02/2017,02/2021,21,3888,959234
JC,JCB,Japan Credit Bureau,4572466546390009,Rosalind Crooks,317,08/2016,12/2019,1,6654,367162
UP,UnionPay,Bank of America,5067795089261,Brianne Corwin,254,12/2013,08/2017,21,8686,783758
EO,Elo,Bank of America,3875950196452843,Raheem Waelchi,967,08/2016,10/2020,23,8013,520094
EO,Elo,Wells Fargo,6497383208047107,Yadira Toy,528,05/2020,08/2023,9,6085,784569
VI,Visa,U.S. Bancorp,2229900285178101,Billy Koss,863,01/2009,07/2012,1,5543,385761
AX,American Express,American Express,5560206260890474,Kaleb Friesen,624,02/2012,07/2016,1,5969,501819
HR,Hiper,Bank of America,6376120529058694,Lavada Herman,478,02/2012,08/2016,1,9513,301591
JC,JCB,Japan Credit Bureau,1800565919880406699,Ezra Mann,171,03/2020,12/2024,7,6031,902199
DC,Diners Club,Diners Club International,6561083320074021053,Samara Runolfsdottir,754,02/2001,06/2004,4,2643,26642
DC,Diners Club,Diners Club International,6550190288975543,Jayden Muller,782,07/2016,09/2020,2,6855,757785
HC,Hipercard,Bank of America,3050294887476788,Johan Conn,777,09/2018,07/2023,27,1436,941685
JC,JCB,Japan Credit Bureau,4936983085968715618,Floyd Borer,779,09/2015,06/2020,21,3311,43929
VI,Visa,Bank of America,3059435550279949,Efren Macejkovic,246,01/2017,08/2021,26,7318,864919
HR,Hiper,Chase,6062824104903740,Sally Wiza,780,05/2000,05/2004,25,6814,462312
MT,Maestro,Chase,6062824806609157,Devin Hessel,484,08/2012,04/2017,21,2346,821118
EO,Elo,Bank of America,4011792429645782,Shaun Kemmer,4271,02/2012,01/2016,3,1773,418189
AX,American Express,American Express,3589598709527929,Lenna Hand,534,04/2014,04/2019,14,6326,668691
VI,Visa,Wells Fargo,4875587674528898,Laney Morar,610,06/2000,09/2004,13,3436,344781
AX,American Express,American Express,4415079404324316,Brennon Waelchi,353,07/2002,07/2005,1,1428,924183
DS,Discover,Discover,1800839530197849818,Jocelyn Altenwerth,972,01/2002,08/2006,2,7881,929374
JC,JCB,Japan Credit Bureau,2397133072557446,Tristian Murazik,712,02/2018,09/2021,15,1224,814703
DS,Discover,Discover,6500514706264399,Jade Bailey,831,11/2015,03/2019,7,2963,629717
HR,Hiper,Bank of America,348733401353427,Isabelle Carroll,615,01/2010,01/2013,20,4550,683401
DC,Diners Club,Diners Club International,340399808148188,Brycen Schaefer,943,10/2007,01/2012,10,2652,515756
DS,Discover,Discover,6062824616315698,Favian Padberg,234,06/2014,07/2017,1,1378,521590
MC,Mastercard,Barclays,21314031428433728,Erwin Stokes,538,12/2002,09/2007,18,3087,23843
JC,JCB,Japan Credit Bureau,2600112322290209,Serena Schowalter,397,02/2018,08/2022,6,7595,459255
VI,Visa,Chase,4176321479620999,Cathrine DuBuque,724,12/2014,02/2018,11,6621,41185
VI,Visa,GE Capital,4390272205085686,Roderick Haag,6508,05/2004,09/2008,10,8118,977140
VI,Visa,Bank of America,6513298336395410,Maybelle Luettgen,677,03/2016,11/2020,10,1165,531589
VI,Visa,Bank of America,6062827851846731,Heber Koss,991,11/2015,11/2019,20,4476,476270
JC,JCB,Japan Credit Bureau,6376097696773109,Ignatius Spinka,794,09/2008,06/2013,5,2873,578668
MT,Maestro,GE Capital,6229994824959973,Frank Dooley,3443,11/2014,09/2018,14,6678,241470
DC,Diners Club,Diners Club International,6062822579089904,Concepcion Lesch,137,07/2003,10/2006,27,4674,442187
MC,Mastercard,U.S. Bancorp,30035844803098,Otho Sanford,7714,09/2010,07/2015,1,9941,930579
JC,JCB,Japan Credit Bureau,500000637768,Angus Barton,226,11/2019,11/2023,5,4910,570690
UP,UnionPay,Barclays,2297981176141280,Terrill Stanton,121,02/2015,09/2018,17,5628,826441
VI,Visa,Bank of America,67163964886551844,Filiberto Weissnat,588,09/2010,11/2014,15,8771,104131
EO,Elo,Chase,56555832742944157,Weston Schultz,693,04/2017,05/2020,15,9893,334921
EO,Elo,U.S. Bancorp,5041754037287994,Emory Lubowitz,460,11/2009,10/2014,24,3641,729328
MC,Mastercard,Wells Fargo,3589810909429230,Santiago Christiansen,223,12/2016,04/2021,23,4431,750235
MC,Mastercard,Capital One,343699315644430,Quinton Kassulke,238,10/2002,02/2007,23,4567,858312
MT,Maestro,Wells Fargo,6500519124174872,King Buckridge,504,01/2014,03/2017,11,4465,199620
DC,Diners Club,Diners Club International,6062826586870099,Vito Bechtelar,399,05/2015,09/2018,19,7734,577255
VI,Visa,Wells Fargo,622075772480885,Nya Stehr,421,10/2018,07/2022,7,9863,612673
HC,Hipercard,Barclays,3948461937906629,Braden Aufderhar,203,10/2015,04/2020,2,4216,248488
MC,Mastercard,Chase,3615369643704738750,Diego Bechtelar,478,09/2012,11/2015,5,2520,397878
UP,UnionPay,Bank of America,59317184292069115,Frankie Turcotte,860,06/2012,08/2016,7,4595,639928
AX,American Express,American Express,62100778933047,Allene Lindgren,218,04/2003,08/2006,3,5687,459215
EO,Elo,U.S. Bancorp,3057132442761969007,Caleigh Kassulke,297,10/2019,10/2022,17,9146,37812
UP,UnionPay,GE Capital,6505410340082740,Layla Bogisich,984,06/2008,08/2011,11,3721,753862
JC,JCB,Japan Credit Bureau,6447037434776578879,Geoffrey Quigley,222,12/2009,02/2013,25,6090,773470
MC,Mastercard,Bank of America,622999843541673908,Shayne Howe,666,05/2019,10/2022,18,7557,613213
EO,Elo,GE Capital,6062820391261222,Velda Berge,232,09/2004,03/2008,7,9853,53846
UP,UnionPay,Chase,6062820469882511,Kaci Sanford,730,06/2010,10/2014,2,3039,430365
JC,JCB,Japan Credit Bureau,3589492461820518,Stevie Kuphal,915,06/2006,06/2009,23,8737,382716
UP,UnionPay,Capital One,50677953600461021,Andres Cremin,227,09/2008,08/2013,16,1874,808128
VI,Visa,Capital One,6509012066506625,Lorine Kovacek,405,08/2000,01/2004,10,3517,514426
MT,Maestro,Bank of America,3635409007224208985,Autumn Buckridge,895,04/2008,11/2011,5,8756,817059
HC,Hipercard,GE Capital,1800430838785268,Gretchen Lang,381,07/2013,06/2017,2,1560,614169
VI,Visa,Bank of America,4514160096341519,Antonia Hoppe,975,12/2011,10/2016,27,2641,911011
AX,American Express,American Express,6496836971915348,Nasir Ziemann,108,08/2003,02/2008,17,5713,50975
EO,Elo,GE Capital,3632634621855028,Destin Reichel,389,01/2005,10/2009,21,8028,628869
UP,UnionPay,U.S. Bancorp,4485819761443398,Gage Green,774,03/2016,09/2019,19,6298,4582
VI,Visa,Chase,6062822236896832,Gregory Jakubowski,754,09/2018,11/2021,10,8940,354197
AX,American Express,American Express,180068339757665584,Evalyn Wilderman,775,05/2001,06/2005,17,4481,934084
MT,Maestro,Chase,30032943434230,Hosea Rodriguez,901,05/2005,03/2009,20,7398,747879
JC,JCB,Japan Credit Bureau,4389350794564742,Brendan Hahn,162,03/2008,02/2013,14,1398,418184
VI,Visa,Capital One,2714121429316463,Vernon Osinski,122,12/2000,05/2004,19,9136,387024
HR,Hiper,Chase,5099991452576649,Blaise Langworth,537,04/2018,08/2022,19,5479,21238
EO,Elo,Wells Fargo,4634387493142266,Danial DuBuque,931,11/2019,05/2024,25,8474,465299
DS,Discover,Discover,2720267640891289,Trent Larson,459,08/2009,03/2013,26,3735,259928
DC,Diners Club,Diners Club International,39694274780597,Mabelle McLaughlin,594,11/2001,09/2006,21,6786,605018
AX,American Express,American Express,6219757053712811755,Brianne Senger,783,08/2020,11/2024,19,4668,212422
HR,Hiper,Wells Fargo,6370950058699088,Eldora Howell,658,05/2016,03/2021,16,8203,451522
UP,UnionPay,Capital One,6375999801963643,Charity Wiza,4986,08/2017,05/2022,6,6016,874504
JC,JCB,Japan Credit Bureau,50000038887633,Emmitt Aufderhar,510,04/2005,08/2009,13,9171,840448
AX,American Express,American Express,6448638446031352867,Brielle Schuster,181,06/2007,08/2011,5,2949,236855
EO,Elo,Barclays,30056168627970,Olen Terry,669,04/2007,02/2012,22,1291,861632
UP,UnionPay,U.S. Bancorp,6375689438070520,Frieda Waters,501,10/2000,05/2004,26,5276,929416
JC,JCB,Japan Credit Bureau,6375683323605615,Daren Towne,810,12/2000,11/2004,26,7096,761932
HC,Hipercard,Wells Fargo,345620361466278,Johnathan DuBuque,502,07/2009,03/2013,11,3365,822365
MT,Maestro,Chase,2229197239355758,Sven Boyer,269,02/2009,06/2012,8,3602,174466
JC,JCB,Japan Credit Bureau,358935792246394179,Veda Huels,458,04/2018,06/2021,19,3882,603767
HR,Hiper,Wells Fargo,6444648723803171817,Westley Spinka,147,11/2005,02/2010,23,9917,306564
JC,JCB,Japan Credit Bureau,6490742817566368,Rubye Schiller,178,03/2013,04/2016,5,2719,628435
DC,Diners Club,Diners Club International,2131646409728019,Edwin Wilkinson,470,12/2000,01/2005,11,1511,270889
DS,Discover,Discover,50000058261685,Eda Kessler,665,06/2001,03/2005,24,2372,970232
HR,Hiper,Chase,4566686960366437,Casper DuBuque,793,10/2003,04/2007,11,1347,236923
DC,Diners Club,Diners Club International,6497065982737145907,Markus Dickens,527,08/2003,04/2008,23,5570,191559
JC,JCB,Japan Credit Bureau,35891890679371718,Terry Eichmann,248,11/2002,02/2007,16,5566,698679
DC,Diners Club,Diners Club International,6370956883790679,Norberto Robel,521,11/2015,09/2019,17,3516,430540
JC,JCB,Japan Credit Bureau,6376097828515048,Icie Muller,466,12/2016,12/2021,11,1528,311283
DC,Diners Club,Diners Club International,6062825694574874,Mozelle Ernser,872,07/2002,03/2006,8,8785,811434
AX,American Express,American Express,2320204810077419,Garland Ritchie,106,08/2014,03/2019,26,8378,725084
MC,Mastercard,Barclays,3589538770196097,Enos Boehm,579,06/2007,04/2011,9,2296,393317
DS,Discover,Discover,6449645049588393,Angelica Wuckert,169,10/2017,03/2022,24,3232,268233
JC,JCB,Japan Credit Bureau,6062823385430977,Leif Kulas,128,01/2000,06/2004,25,1560,321550
JC,JCB,Japan Credit Bureau,6509683871533854289,Joaquin Goyette,157,01/2011,02/2014,2,8367,265464
MC,Mastercard,Barclays,4873020538760178,Tressie Daniel,924,09/2015,05/2020,27,1652,158127
AX,American Express,American Express,629207698818780,Gerhard Strosin,529,07/2004,06/2009,19,2019,676947
DC,Diners Club,Diners Club International,6509012919886406,Kenyon Senger,173,02/2006,07/2010,16,8690,433521
JC,JCB,Japan Credit Bureau,62205360796999069,Citlalli Leffler,421,03/2005,08/2009,14,5456,458609
UP,UnionPay,U.S. Bancorp,5964828577192674,Rosalind Watsica,633,05/2000,12/2004,21,3786,97757
DC,Diners Club,Diners Club International,6737457190468281157,Norberto Turcotte,462,03/2012,06/2016,18,7282,808796
UP,UnionPay,Bank of America,62648044603943,Destini Bogisich,5667,10/2009,10/2012,8,3198,955593
JC,JCB,Japan Credit Bureau,6375996732995157,Santina Langworth,967,12/2006,01/2011,27,3083,908893
DC,Diners Club,Diners Club International,2131574808947057,Fleta Labadie,566,03/2001,07/2005,18,8926,788620
MC,Mastercard,Chase,6507202697549852,River Zulauf,158,06/2018,05/2022,17,3811,602462
UP,UnionPay,Wells Fargo,6245210085845862129,Annamarie Koch,660,11/2000,03/2004,9,5495,453959
DS,Discover,Discover,36340431466638,Milo Borer,955,05/2012,10/2015,16,3784,627507
HR,Hiper,Bank of America,3589516637017125928,Cordie Franecki,367,11/2015,10/2020,8,3906,522374
DS,Discover,Discover,3055716392604320652,Efrain Cruickshank,754,04/2016,10/2019,19,2618,106226
DS,Discover,Discover,6505412430979033,Deborah McDermott,413,09/2019,12/2023,15,7012,389744
UP,UnionPay,Chase,18009608768798434,Alessandro Leannon,7350,10/2005,04/2010,25,3430,444770
DC,Diners Club,Diners Club International,18007705341255809,Hettie Waters,941,11/2002,03/2006,19,3010,504323
UP,UnionPay,Capital One,627799010987519,Hipolito Gerlach,273,05/2016,12/2019,4,6254,356768
HC,Hipercard,Barclays,4883173611451864,Betsy Donnelly,2717,10/2009,11/2012,19,3816,685358
MC,Mastercard,U.S. Bancorp,3665044477195318436,Sam McLaughlin,1349,05/2018,11/2022,25,2164,555098
HR,Hiper,Wells Fargo,6507202417044432,Stanford Luettgen,375,08/2009,06/2013,21,9634,472112
VI,Visa,Wells Fargo,6547084313035066,Amina Cartwright,576,11/2001,05/2006,24,4879,999036
DS,Discover,Discover,18009414411834647,Karli Schumm,825,12/2004,01/2008,8,6177,18746
MC,Mastercard,Chase,2703336970185967,Krista Ritchie,208,10/2005,04/2010,6,2015,972720
MT,Maestro,Wells Fargo,6370955836598023,Pearl Daugherty,667,09/2017,04/2022,1,8948,765468
EO,Elo,GE Capital,4505536566373432,Pascale Gerlach,941,07/2016,12/2019,20,1915,905247
HR,Hiper,Chase,2720754137998818,Maverick Gutmann,142,04/2000,11/2004,12,9270,765193
DS,Discover,Discover,6062824401699892,Alysa Wintheiser,922,04/2017,01/2021,16,8231,182596
AX,American Express,American Express,6375687876441450,Julius McCullough,211,11/2010,12/2014,17,2569,253263
JC,JCB,Japan Credit Bureau,6062824957169720,Emilio Graham,473,05/2005,12/2008,1,7243,793223
AX,American Express,American Express,2131127511855412,Raquel Stroman,144,07/2000,10/2003,14,7087,358115
JC,JCB,Japan Credit Bureau,36432011333229,Denis Feeney,501,11/2005,05/2010,14,6062,917207
HC,Hipercard,Chase,6375683083269255,Jaiden Glover,386,07/2004,05/2008,2,3451,791656
UP,UnionPay,GE Capital,4048096704752108,Lue King,304,05/2015,06/2019,13,5100,631915
JC,JCB,Japan Credit Bureau,622018755027763929,Werner Roberts,8882,12/2004,09/2009,18,3504,60410
AX,American Express,American Express,6560350480952520,Rose Douglas,623,01/2019,07/2023,22,9837,144838
HC,Hipercard,Barclays,6502089489326221395,Leone Jaskolski,436,11/2016,02/2021,2,7625,798516
DC,Diners Club,Diners Club International,6376092295709588,Darwin Lockman,344,07/2003,09/2006,9,9027,225852
JC,JCB,Japan Credit Bureau,6375990358665913,Justice Hand,849,12/2002,11/2007,23,9272,52910
DC,Diners Club,Diners Club International,6376127885344287,Rowena Schumm,3798,04/2013,05/2016,3,2380,162360
HR,Hiper,GE Capital,6504852493662672,Allene King,284,01/2005,03/2009,13,1124,694577
DS,Discover,Discover,626389116202376,Nikki Swift,5510,12/2015,01/2019,14,4483,399933
MC,Mastercard,Wells Fargo,6509011750382665,Jason Ortiz,7610,02/2000,02/2004,13,1127,6696
UP,UnionPay,Capital One,6385963180014061695,Madisyn Fay,528,04/2020,03/2024,11,5995,40725
HC,Hipercard,Wells Fargo,2131825607010467559,Tyler Blick,941,01/2011,06/2015,21,3797,320784
MC,Mastercard,Capital One,4645180036941055,Gerald Stiedemann,381,01/2003,12/2006,16,8393,824300
MC,Mastercard,Capital One,2314612161068001,Bart Weber,4420,03/2000,09/2003,27,3489,887034
AX,American Express,American Express,3528301046490459928,Julian Watsica,891,10/2003,05/2008,27,9819,566756
DC,Diners Club,Diners Club International,5594299247372229,Jerald Lemke,939,09/2009,04/2013,3,6946,977756
DS,Discover,Discover,6062820927744949,Darlene Baumbach,2556,01/2007,05/2010,26,4321,677334
HR,Hiper,Barclays,6500515208059187,Ardella Bogisich,4747,01/2010,06/2013,22,4309,755927
HR,Hiper,Bank of America,30018411998855,Scotty Balistreri,672,09/2014,11/2017,10,6923,493793
DS,Discover,Discover,2720015702748552,Vince Schowalter,397,04/2002,01/2006,23,8426,527103
EO,Elo,GE Capital,622018961186327,Marshall Morar,248,07/2008,04/2012,8,8892,330027
HC,Hipercard,U.S. Bancorp,5067788202629498,Luigi Stokes,301,02/2007,09/2010,8,7218,614999
MT,Maestro,Bank of America,3884256146583109919,Hubert Marks,227,09/2013,05/2018,24,8658,771929
VI,Visa,GE Capital,6375998677202409,Bryon Smith,378,03/2011,06/2014,14,2272,668916
HC,Hipercard,Chase,30593037452701,Gilbert Hane,393,11/2014,07/2019,16,6160,568235
JC,JCB,Japan Credit Bureau,36735326563862,Orin Jast,472,12/2020,01/2025,23,6697,17068
VI,Visa,Bank of America,30582225140509,Eudora Schmidt,8167,07/2002,11/2005,22,4056,457185
DS,Discover,Discover,6062825052309590,Rosemary Schneider,5347,04/2013,06/2016,19,3152,208572
MT,Maestro,Capital One,6505387496973171,Kirstin Rau,859,11/2007,10/2011,25,7700,728355
DC,Diners Club,Diners Club International,6376129060194958,Furman Volkman,433,05/2005,08/2008,13,8222,554471
AX,American Express,American Express,4646463427254257,Destany Yundt,922,12/2008,12/2011,12,5408,290745
HC,Hipercard,GE Capital,6376099598940513,Jennings Marks,3922,08/2003,11/2006,1,1316,132474
MT,Maestro,Barclays,378959391480739,Anastasia Walker,977,10/2019,09/2024,3,3314,541142
UP,UnionPay,Chase,3528028509059508601,Wallace Prosacco,443,08/2007,11/2011,1,2476,534614
DS,Discover,Discover,4197541772033039,Tess Feeney,453,11/2003,08/2007,20,7189,429928
JC,JCB,Japan Credit Bureau,6375684412079449,Amos Goldner,271,11/2005,10/2010,24,8003,964338
JC,JCB,Japan Credit Bureau,6011206717181074,Anjali Fadel,903,06/2000,05/2005,26,4226,625614
HR,Hiper,Bank of America,4627543083852271,Savanah Weimann,986,09/2000,10/2004,22,1861,162360
JC,JCB,Japan Credit Bureau,376806923483057,Josue Stamm,566,03/2012,12/2016,8,5032,841962
DC,Diners Club,Diners Club International,342436461900568,Viola Price,657,01/2017,06/2021,17,6101,680034
DS,Discover,Discover,5090008264140719,Rebeca Rempel,126,03/2014,07/2018,16,1681,30119
DS,Discover,Discover,4792542243181679,Kailee Bartoletti,112,12/2000,09/2004,1,3027,18705
MC,Mastercard,Wells Fargo,180077963094401384,Therese Sawayn,770,11/2015,08/2020,7,1066,713562
JC,JCB,Japan Credit Bureau,38139587651672,Litzy Parker,904,06/2005,12/2008,20,6601,796516
MT,Maestro,Chase,379908558272735,Eldora Carroll,317,01/2019,11/2023,9,7708,242609
AX,American Express,American Express,5000007234292179,Nicola Treutel,635,08/2019,02/2023,11,8342,655358
UP,UnionPay,Bank of America,2720263151589719,Opal Rolfson,231,10/2018,01/2023,11,7083,131939
AX,American Express,American Express,6447263874593085829,Melvina Skiles,363,08/2007,02/2012,17,7196,189421
MT,Maestro,U.S. Bancorp,6370951766437928,Alfred Shanahan,384,04/2001,05/2005,27,1153,292516
JC,JCB,Japan Credit Bureau,3528352694162241,Emie Price,790,04/2008,02/2013,6,6224,203564
MT,Maestro,Wells Fargo,6153833519805,Ernesto Kemmer,5842,02/2000,05/2004,5,8909,971416
UP,UnionPay,Chase,4523572354725184,Stella Nolan,648,01/2011,06/2015,21,2032,590536
JC,JCB,Japan Credit Bureau,6011325436459726,Aubree Rutherford,318,05/2018,09/2022,24,5029,499754
HR,Hiper,Wells Fargo,6062822450600589,Juston Effertz,316,04/2016,10/2019,13,4678,629214
JC,JCB,Japan Credit Bureau,6011554396531501,Emie DuBuque,340,11/2001,08/2006,8,3999,744810
HR,Hiper,Bank of America,3647020042214905435,Vanessa Kreiger,507,03/2007,03/2010,17,7112,70466
DS,Discover,Discover,2131146908502248008,Meagan Schultz,738,10/2020,04/2025,14,5227,240832
JC,JCB,Japan Credit Bureau,5599760329238096,Kadin Satterfield,393,04/2001,08/2004,19,8141,833497
VI,Visa,U.S. Bancorp,6376091738078908,Della Johnson,253,03/2012,02/2017,12,2189,174305
MC,Mastercard,Wells Fargo,6062828058483864,Sid Gibson,6481,09/2018,08/2022,11,1051,30880
MC,Mastercard,U.S. Bancorp,63068109388144749,Candelario Paucek,1168,05/2000,11/2004,8,4376,179477
AX,American Express,American Express,352894249535904269,Leon Gerlach,5763,07/2008,11/2011,4,3148,498128
HC,Hipercard,GE Capital,375768060620563,Matt Walker,607,03/2008,06/2011,2,4006,31826
JC,JCB,Japan Credit Bureau,6494368231133597,Florencio Dickens,379,06/2002,01/2006,21,6626,70242
MT,Maestro,Bank of America,180007975580551568,Rose Schmidt,214,06/2004,10/2008,10,9190,187272
MT,Maestro,U.S. Bancorp,1800198199689314510,Lavinia Becker,405,06/2010,09/2014,8,9654,752446
DS,Discover,Discover,1800131641360495423,Nia Christiansen,841,10/2006,08/2010,7,6837,663626
EO,Elo,U.S. Bancorp,59685629198587564,Alphonso Wintheiser,379,10/2000,01/2005,17,7940,595341
MT,Maestro,Wells Fargo,2720305508937438,Laurianne Romaguera,268,02/2012,05/2015,9,7051,666668
VI,Visa,Bank of America,6062824900359949,Abbey Mraz,121,11/2006,02/2011,3,1919,68520
EO,Elo,Wells Fargo,3680630022808179,Harmon Toy,827,04/2008,11/2012,12,3351,791916
DS,Discover,Discover,6011153130929417849,Percival Gislason,878,07/2000,11/2003,11,7428,853616
EO,Elo,U.S. Bancorp,8164981323167276,Stevie Corwin,697,05/2013,08/2017,11,2268,188640
HR,Hiper,Wells Fargo,6362973600688748,Bobby Quitzon,459,01/2006,10/2009,20,4957,333025
MT,Maestro,Bank of America,346325864096775,Vida Parisian,109,11/2018,12/2022,7,6822,739371
HR,Hiper,U.S. Bancorp,8163838069889080371,Susana Crona,284,11/2011,12/2015,20,4102,11742
